ContentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
-6245570000000000000,Google lança YouTube Kids no Brasil | Google Discovery (ID: -6245566021053602636),This Super Accurate Portrait Selection Tech Uses Neural Networks (ID: -6727357771678896471),Powering a more connected and collaborative enterprise (ID: 817145340976958200),"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery (ID: 6535950170823528902)","Google launches Springboard, an AI-powered assistant for its enterprise customers (ID: -4205346868684833897)","Amazon open-sources its own deep learning software, DSSTNE (ID: -1114438937697017987)"
-6156750000000000000,The Broken Window Theory (ID: -6156751702010469220),Advanced Android Espresso (ID: -6654470039478316910),My favorite people and resources to learn Android programming from (ID: -7518373517401484139),Firebase Test Lab for Android (ID: -1995591062742965408),The Importance of Code Reviews (ID: 7534917347133949300),StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975)
-6076370000000000000,Android Developers Summer Reading List (ID: -6076367233589223323),Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina (ID: -6545872007932025533),Visa inaugura centro para inovação em pagamento digital | EXAME.com (ID: -6772940823843058601),Programação Reativa Funcional com RxJava (ID: -7564569805639737618),Using DiffUtil in Android RecyclerView (ID: 2508620055362300376),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)"
-6074650000000000000,Clean Coder Blog (ID: -6074646493203713780),Alecrim/AlecrimCoreData (ID: -4974757204495953627),Joel on Software (ID: -3027055440570405664),Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370)
-6058150000000000000,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com (ID: -6058152698516590252)","Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net (ID: 8289311442635691404)",7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),Blaise Agüera y Arcas: How computers are learning to be creative (ID: -4037032837327175755),The Difference Between Sympathy And Empathy - Expanded Consciousness (ID: 5227822864949117283),Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business (ID: 8522523292310933696)
-6009380000000000000,Nespresso (ID: -6009377241272750648),Why image recognition is about to transform business (ID: 4911701623098526999),Google Cloud Goes to the Farm (ID: -3954182109690207118),Mobile marketing statistics 2016 (ID: 3149164017776669829),"Google launches Springboard, an AI-powered assistant for its enterprise customers (ID: -4205346868684833897)",Running GV sprints inside corporates - learn from my mistakes - Sprint Stories (ID: 2857117417189640073)
-5997770000000000000,How bot-to-bot could soon replace APIs (ID: -5997769775112032630),The rise of APIs (ID: 5206308811707978799),Assessing Salesforce's platform and ecosystem | ZDNet (ID: 7506614456429888492),Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade (ID: -4133169317019898816),Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab (ID: -8771338872124599367),Cracking the Job Interview with TensorFlow (ID: -307396946333196366)
-5952730000000000000,Investimentos em coaching e mentoring aumentam nas empresas (ID: -5952729859839521828),O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil (ID: -4509487968959834430),How to augment your career with leadership coaching (ID: 8586403905004879205),Como resolver conflitos no ambiente corporativo us (ID: 1738052593226421681),O que você deve fazer para se tornar um líder melhor? (ID: 880612740433495828),Lean IT is all about people - o Lean na TI é focado em pessoas (ID: 2321412363020240814)
-5920480000000000000,How it feels to learn Javascript in 2016 (ID: -5920475612630001479),Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack (ID: 2930191803881821526),Ciclistas relatam roubos com agressividade na avenida dos Andradas (ID: -7826213337362450520),Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com (ID: 667643281369196267),Berners-Lee quer criar outra Web (ID: -9019233957195913605),"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery (ID: 5087084654882097891)"
-5912790000000000000,Five questions boards should ask about IT in a digital world (ID: -5912792039759735631),Latin America's chronic inefficiency could drive more O2O commerce growth (ID: 4419562057180692966),Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento (ID: -3850803681204406658),Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928),PwC faz virada digital e já fatura US$ 1 bilhão no mundo (ID: 5964888566269323942),Mobile Time (ID: 1797761064772338938)
-5879360000000000000,Introducing LambCI - a serverless build system (ID: -5879360586463363298),On DRY and the cost of wrongful abstractions (ID: 7985545205318799060),Monitoramento em tempo real com Elasticsearch e Kibana (ID: 8901449108040307914),10 Modern Software Over-Engineering Mistakes (ID: 2581138407738454418),Decentralizing IoT networks through blockchain (ID: 3075564241645350154),The Continuous Delivery Maturity Model (ID: 2372438485070148864)
-5850390000000000000,Microservices: Real Architectural Patterns (ID: -5850390492300666299),SOA com microserviços - Sensedia (ID: -2740396993975951758),Lessons from converting an app to 100% Kotlin - Keepsafe Engineering (ID: 2543311963908571128),Building Spring Cloud Microservices That Strangle Legacy Systems (ID: 90383487344892230),The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948),On Orchestrated Microservices - Built to Adapt (ID: 3262705634545542432)
-5848760000000000000,"Incrível, Skype se lembrou que o Linux existe! (ID: -5848755753905481990)","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog (ID: 2262656830196923781)",Firebase and Google Cloud: better together (ID: 6852597772196653540),VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl (ID: 4164212115654350513),Google Cloud Platform's preemptible VMs are now up to 33% cheaper (ID: -1634742667970363668),Programação Reativa Funcional com RxJava (ID: -7564569805639737618)
-5848510000000000000,Promoting gender equality through emoji �� �� (ID: -5848514031542611523),"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia (ID: -2314360211211303885)",#iLookLikeAnEngineer: One Year Later (ID: 6643427232964983922),A importância dos filmes de mulherzinha - Capitolina (ID: 2709926970543371965),Criadas para casar (ID: 3170775058142440102),Empresa britânica adota licença remunerada no período menstrual (ID: -7660505434580831027)
-5843520000000000000,A saga do jovem CEO da Dasa (ID: -5843518165523212471),big data = real time (ID: -8340365043226490059),Qual é a real diferença entre Data Storytelling e análise de dados? - CIO (ID: -3071732669882279801),[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil (ID: 4893900714822288649),Why the customer experience matters (ID: 7606744605433799135),Design Sprint: onde o design e a velocidade importam (ID: 8938071859536254465)
-5813210000000000000,Communication patterns in a Microservice world (ID: -5813211845057621660),Arquitetura de Microserviços habilitando APIs - Sensedia (ID: -7113155163062752691),Microservices - When to React Vs. Orchestrate - Capital One DevExchange (ID: -3482581255202910790),Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi (ID: -4070599188332885701),What makes a good (Android) Software Engineer (ID: 8302949268716967655),How to build cross-platform mobile apps using nothing more than a JSON markup (ID: 2277184202014276839)
-5784990000000000000,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas... (ID: -5784991738549272379),Comparing IoT Platforms: Compare 4 IoT platform for IoT projects (ID: -4336877432539963613),11 Internet of Things (IoT) Protocols You Need to Know About (ID: -3723217532224917485),One Dollar Board: Um projeto brasileiro para revolucionar a educação (ID: 1441248639512899483),How to finish 3D printed PLA objects (ID: -3864069617285644895),Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom (ID: 6642437212220341339)
-5784230000000000000,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera (ID: -5784228041033890044),Design Sprint: onde o design e a velocidade importam (ID: 8938071859536254465),[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber (ID: 5928346445655989915),[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil (ID: 4893900714822288649),Nubank começa a testar seu programa de fidelidade - Empresas Tech (ID: -2720012228333470715),Why the customer experience matters (ID: 7606744605433799135)
-5778990000000000000,Artificial intelligence is changing SEO faster than you think (ID: -5778988730475305016),"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels (ID: -3161714324304758767)",The return of the machinery question (ID: 3779639438468810958),"Amazon open-sources its own deep learning software, DSSTNE (ID: -1114438937697017987)",The barbell effect of machine learning. (ID: 3269302169678465882),How Mark Zuckerberg Led Facebook's War to Crush Google Plus (ID: 3320201327008235211)
-5756700000000000000,Being A Developer After 40 - Free Code Camp (ID: -5756697018315640725),WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370),Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),Joel on Software (ID: -3027055440570405664),Alecrim/AlecrimCoreData (ID: -4974757204495953627),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)"
-5736220000000000000,How Coca-Cola Is Harvesting Innovation Energy From Startups (ID: -5736221996280340620),Top 30 Commonly Confused Words in English (ID: -759389978085260161),Google Ranking Factors: The Complete List (ID: -4503975842879662368),Live asynchronously. (ID: -4996336942690402156),7 Vital SEO Trends for Google Rankings in 2017 | Digital Current (ID: -8717945432162716060),"DevOps security requires new mindset and tools for visibility, automation (ID: -1573329182923097618)"
-5684360000000000000,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel (ID: -5684357871122991503),The surprising truth about which countries lead in digital (ID: 3273084325487543386),The new tech talent you need to succeed in digital (ID: 4785499183287168509),Why Deep Learning Is Suddenly Changing Your Life (ID: 6678691743269420670),How will bots make money? Here are 7 business models (ID: 3294074907209583622),Organizing for digital acceleration: Making a two-speed IT operating model work (ID: -8187220755213888616)
-5658250000000000000,Machine Learning and the VP Debate (ID: -5658245291907121574),"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel (ID: -7126520323752764957)",5 reasons your employees aren't sharing their knowledge (ID: -6467708104873171151),Top 10 Intranet Trends of 2016 (ID: 8890720798209849691),"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow (ID: -3662111110237135231)",AI Is Here to Help You Write Emails People Will Actually Read (ID: 621816023396605502)
-5636730000000000000,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio (ID: -5636731245639685654),How to Create an Exponential Mindset (ID: 8215778202715904841),This startup uses machine learning and satellite imagery to predict crop yields (ID: -6273159470243757969),Google acquires deep search engine Kifi to enhance its Spaces group chat app (ID: -4216050818952952471),Creating value in auto finance with vLendRight | Kevin Moseri (ID: 2048657552251060795),Why image recognition is about to transform business (ID: 4911701623098526999)
-5628900000000000000,The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),Introducing Ask a Female Engineer (ID: 1990052153136096105),YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer (ID: -7217198366041991957),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560),"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos (ID: 3472032465864014134)
-5625590000000000000,The next wave in software is open adoption software (ID: -5625593730080264433),Microsoft's Open Source Love Affair Reaches New Heights (ID: 5795281877636738272),"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery (ID: 5087084654882097891)",Docker 1.12: Now with Built-in Orchestration! (ID: -7342604649736473979),Using behavioral data to improve customer satisfaction (ID: -4024778022934140027),Bot Design Patterns (ID: 5816734694927565572)
-5605800000000000000,Concrete things you can do about your technical debt (ID: -5605799891597699962),The sales secrets of high-growth companies (ID: -21036008762564671),Don't document your code. Code your documentation. (ID: 1469580151036142903),Como testar exceções em Java com o JUnit - Code a Test (ID: -2402288292108892893),"DevOps security requires new mindset and tools for visibility, automation (ID: -1573329182923097618)",Mastering Bash and Terminal (ID: 569574447134368517)
-5571610000000000000,Agile: Falta competência nos testes (ID: -5571606607344218289),Como Usar o Git e o GitHub (ID: 8749720044741011597),Top 5 Android Testing Frameworks with Examples (ID: 1768976290984301641),"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú (ID: 8386493184609384928)",Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305),Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog (ID: 2229625391864201918)
-5570130000000000000,Design Kit: Prototyping (ID: -5570129644089964821),Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com (ID: -655909700262679295),Bradesco vai testar tecnologia por trás do bitcoin em São Paulo (ID: -3285397592982852407),The economic essentials of digital strategy (ID: 4774970687540378081),Mobile Time (ID: 1797761064772338938),Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928)
-5515200000000000000,A step-by-step guide to agile growth experiments (ID: -5515204090203464377),The AI business landscape (ID: 7395435905985567130),"Secret's founder returns with Bold, a Medium for enterprise (ID: 7804826445069770894)",The barbell effect of machine learning. (ID: 3269302169678465882),"No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist (ID: 2822049545552366036)
-5507020000000000000,What to Inspect When You are Inspecting! (ID: -5507019982244746725),Serverless Architectures (ID: -2828628091730682303),The Internet of Things is looking for its VisiCalc (ID: 5018472516978866574),Google is testing a new Material Design layout for desktop searches (ID: 2687654465640040976),Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real... (ID: 5092635400707338872),CSS Containment in Chrome 52 | Web Updates - Google Developers (ID: -2808969983997441543)
-5488840000000000000,BDD Best Practices and Guidelines - Testing Excellence (ID: -5488842573681626972),Como Usar o Git e o GitHub (ID: 8749720044741011597),Java 9 na prática: Jigsaw (ID: -4655195825208522542),Sua comunidade de Teste. (ID: 4105873627900556540),Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305),Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog (ID: 3205047378909988692)
-5446200000000000000,bliki: StranglerApplication (ID: -5446204508747882127),Creating Your Code Review Checklist - DaedTech (ID: -8467102776052559275),The Ultimate Solution to Versioning REST APIs: Content Negotiation (ID: 5484061377044071389),The hardest thing in computer science (ID: 5854206600849997966),On DRY and the cost of wrongful abstractions (ID: 7985545205318799060),Building Spring Cloud Microservices That Strangle Legacy Systems (ID: 90383487344892230)
-5414890000000000000,6 exemplos de como usar computação cognitiva | EXAME.com (ID: -5414889822782394955),MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons (ID: 6201946560186605500),Mobile Time (ID: 1797761064772338938),The new tech talent you need to succeed in digital (ID: 4785499183287168509),The future of the shopping mall (ID: 1436883058900979473),Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi (ID: -3102446808559723934)
-5410530000000000000,Meet the new Brazilian consumer (ID: -5410531116380081703),PwC faz virada digital e já fatura US$ 1 bilhão no mundo (ID: 5964888566269323942),The sales secrets of high-growth companies (ID: -21036008762564671),The economic essentials of digital strategy (ID: 4774970687540378081),The new tech talent you need to succeed in digital (ID: 4785499183287168509),Two Different Sales Motions . . . . (ID: 6519443272707698315)
-5403730000000000000,Aplicações da Inteligência artificial | Endeavor Brasil (ID: -5403733687257676872),Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly (ID: 5940374562401786524),Machine Learning and the VP Debate (ID: -5658245291907121574),5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match (ID: 279771472506428952),Microservices - When to React Vs. Orchestrate - Capital One DevExchange (ID: -3482581255202910790),"Google, Amazon and the upcoming battle over AI Assistants (ID: 3064370296170038610)"
-5380380000000000000,Mudanças na App Store podem não conquistar desenvolvedores | EXAME.com (ID: -5380376324140474506),"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet (ID: 9215261273565326920)",New MacBook Pro is not a Laptop for Developers Anymore (ID: 7814856426770804213),Berners-Lee quer criar outra Web (ID: -9019233957195913605),Beyond Progressive Web Apps Part 1 (ID: 4277778562135834208),The moment when you realize every server in the world is vulnerable - Free Code Camp (ID: -2271000159302779222)
-5363260000000000000,Scala is the new golden child (ID: -5363263367015469934),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),"The ""Joel Test"" for Data Science (ID: -1403735753867098241)",Machine Learning Is No Longer Just for Experts (ID: 5258604889412591249),Spark comparison: AWS vs. GCP (ID: 1549650080907932816),How Mark Zuckerberg Led Facebook's War to Crush Google Plus (ID: 3320201327008235211)
-5283010000000000000,Dries Distributions remain a growing opportunity for Drupal - Buytaert (ID: -5283011611531067471),Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8 (ID: -6999287066519531005),Meet Aquifer: A build system for easier Drupal development (ID: 4555339116751579515),The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove (ID: -6707474286910397949),"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery (ID: 5087084654882097891)",An overview of web service solutions in Drupal 8 (ID: 7277161137091492767)
-5283010000000000000,Microservices Architecture on Google App Engine (ID: -5283009029345397378),Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb (ID: 6664082205633624486),Google Cloud Platform's preemptible VMs are now up to 33% cheaper (ID: -1634742667970363668),Building Spring Cloud Microservices That Strangle Legacy Systems (ID: 90383487344892230),Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub (ID: 4508362112182399467),Microservices testing (ID: -78066964941874046)
-5255290000000000000,Como a Microsoft está trabalhando com o conceito de IoT - Startupi (ID: -5255285107284514595),The AI business landscape (ID: 7395435905985567130),Touch (TV Series 2012-2013) (ID: -7399665664688732365),Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender (ID: 1649085803937938638),Here's proof that Google is getting serious about battling Facebook in a key area (ID: -7331393944609614247),The Physical Web (ID: -538948733779286129)
-5253640000000000000,"Hello, TensorFlow! (ID: -5253644367331262405)",The AI business landscape (ID: 7395435905985567130),"DARPA Goes ""Meta"" with Machine Learning for Machine Learning (ID: -377975173223377441)",Why Google App Engine rocks: A Google engineer's take (ID: 4118743389464105405),"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel (ID: -7126520323752764957)",Making open source data more available (ID: 2625883933130361261)
-5198760000000000000,Who sponsors Drupal development? | Dries Buytaert (ID: -5198756378866433953),Acquia Engage Awards Finalists Announced (ID: 5328558001212551235),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),Dries Buytaert (ID: -1630229587164086350),The return of the machinery question (ID: 3779639438468810958),The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove (ID: -6707474286910397949)
-5193720000000000000,#FinTech is all about human-centred design - Chris Skinner's blog (ID: -5193720747719231594),O tênue equilíbrio da equipe que desenha produtos digitais (ID: 374352050712569304),Chatbots: Are they better without the chat? (ID: -7162567255723313045),Campus São Paulo: conheça a primeira turma do Programa de Residentes (ID: 39554158227241538),Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games (ID: -1101832997669013246),Transforming life insurance with design thinking (ID: 4369833742675497700)
-5161310000000000000,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC (ID: -5161313513317812402)",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370),Joel on Software (ID: -3027055440570405664),Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)","If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks (ID: -7809508238092432842)"
-5154400000000000000,Innovation is in all the wrong places (ID: -5154395767417065070),This Super Accurate Portrait Selection Tech Uses Neural Networks (ID: -6727357771678896471),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),We are on the verge of a consumer M&A avalanche (ID: -9086955082453789880),Transfer Style But Not Color (ID: -861913102049789637),"The ""Joel Test"" for Data Science (ID: -1403735753867098241)"
-5148590000000000000,Anti-If: The missing patterns (ID: -5148591903395022444),Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema (ID: -3675009040647936899),Berners-Lee quer criar outra Web (ID: -9019233957195913605),Chrome OS now has Material Design for the desktop (ID: -9192549002213406534),You don't talk about refactoring club (ID: 2708089973817733462),What Color is Your Function? (ID: -4798431998955209742)
-5088160000000000000,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO (ID: -5088157426675091741),Uma arquitetura de referência para a Internet das Coisas - Parte 1 (ID: -4358357193736101128),Nova pulseira tecnológica avisa se você já bebeu demais (ID: -8948234514303933700),Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom (ID: 6642437212220341339),Governo define cronograma para plano nacional de Internet das Coisas (ID: 3180828616327439381),Top 30 Commonly Confused Words in English (ID: -759389978085260161)
-5065080000000000000,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro (ID: -5065077552540450930),Porto Seguro compra carteira de seguros Auto da Chubb (ID: 1024145536490998555),The new tech talent you need to succeed in digital (ID: 4785499183287168509),Transforming life insurance with design thinking (ID: 4369833742675497700),LPIC-OT DevOps Engineer | Linux Professional Institute (ID: -1572252285162838958),Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928)
-5044200000000000000,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão (ID: -5044204125574973395),"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs (ID: 2809702925357288303)",How to finish 3D printed PLA objects (ID: -3864069617285644895),Google acquires deep search engine Kifi to enhance its Spaces group chat app (ID: -4216050818952952471),How to Create an Exponential Mindset (ID: 8215778202715904841),The economic essentials of digital strategy (ID: 4774970687540378081)
-5039150000000000000,Mercado de Cosméticos no Brasil - Setor que não conhece crise! (ID: -5039153034159656707),Não existe frete grátis! (ID: -3170783292462058942),Four Node.js Gotchas that Operations Teams Should Know about - The New Stack (ID: 1649752043999819668),"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine (ID: 2633209697262372913)","Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls (ID: 2134259819148812594)",Mobify report reveals impact of mobile website speed (ID: -8950763842769120954)
-5037830000000000000,Quando o Scrum irá falhar - Tableless (ID: -5037827401452845772),Accidental discovery could help batteries last years longer (ID: -1730766821655383888),Vision API - Image Content Analysis (ID: -8258529658421542282),System Code Geeks are giving away a FREE Sublime Text Editor License (ID: -986193709330758766),Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás! (ID: -360529647164834348),Modelando APIs REST com Swagger (ID: 3906974906788964502)
-5014630000000000000,Drupal and ambitious digital experiences (ID: -5014627593450767720),Hacked Website Report - 2016/Q3 (ID: -8314629309720421219),14 Cool Drupal 8 modules for site builders | August 2016 (ID: 6384824828701919724),WeChat's competitor to Slack has arrived (ID: 6850500272809381909),"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic (ID: -8159730897893673528)",Who sponsors Drupal development? | Dries Buytaert (ID: -5198756378866433953)
-5011710000000000000,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre (ID: -5011709367955107239)",Meet the new Brazilian consumer (ID: -5410531116380081703),Conselho da SABMiller aceita proposta de compra da AB InBev (ID: -3102652803014865472),Elasticsearch: CSV exporter for Kibana Discover (ID: 980458131533897249),Gartner Reprint (ID: -3959242148361340089),The sales secrets of high-growth companies (ID: -21036008762564671)
-5002380000000000000,Changing change management (ID: -5002383425685129595),Google acquires deep search engine Kifi to enhance its Spaces group chat app (ID: -4216050818952952471),The economic essentials of digital strategy (ID: 4774970687540378081),"Microsoft adquire LinkedIn por US$ 26,2 bilhões (ID: -8518096793350810174)","How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog (ID: 8847604225354271039)","Within a Decade, Retail Banks will be Dead (ID: -8854146354650101086)"
-4996340000000000000,Live asynchronously. (ID: -4996336942690402156),Client-side ranking to more efficiently show people stories in feed (ID: 8195862936106508846),O manual do deboísta corporativo (ID: -879594538384021068),Seniority (ID: -6728844082024523434),"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet (ID: 9215261273565326920)",Berners-Lee quer criar outra Web (ID: -9019233957195913605)
-4974760000000000000,Alecrim/AlecrimCoreData (ID: -4974757204495953627),Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)",Joel on Software (ID: -3027055440570405664),WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370),What to Expect at WWDC 2016 (ID: -799315203186826480)
-4944550000000000000,Algorithms and architecture for job recommendations (ID: -4944551138301474550),Machine Learning Is No Longer Just for Experts (ID: 5258604889412591249),AI Is Here to Help You Write Emails People Will Actually Read (ID: 621816023396605502),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),Text summarization with TensorFlow (ID: 6340108943344143104),How Netflix does A/B Testing - uxdesign.cc - User Experience Design (ID: 2468005329717107277)
-4888170000000000000,Speeding up ReSharper (and Visual Studio) (ID: -4888170580455425266),The Internet of Things is looking for its VisiCalc (ID: 5018472516978866574),Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real... (ID: 5092635400707338872),Nintendo has doubled in value since Pokémon Go's release (ID: -8369610219380465981),How enterprise architects can help ensure success with digital transformations (ID: -2554512494756911972),'We've realized a ten-year strategy goal in one year' (ID: 2645380860642118790)
-4875060000000000000,Jenkins 2.0 is here! (ID: -4875060556471576861),"GitHub broke my 1,000 day streak - Free Code Camp (ID: -3605608255586388018)",Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source (ID: -4050006690189978332),My experience with Google's Associate Android Developer Certification (ID: -6872546942144599345),Why Learning Angular 2 Was Excruciating (ID: -4145260601063545880),Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic (ID: -1596335233529956315)
-4831310000000000000,Standing on the Shoulders of Giants - Built to Adapt (ID: -4831310174172854034),"Kotlin in Production - What works, Whats broken (ID: -8606063418076691067)",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948),Building Flipkart Lite: A Progressive Web App (ID: 3142843830268077617),Combining Spring Boot and JDBI (ID: 7202701636941380671),Notes on Reactive Programming Part I: The Reactive Landscape (ID: 6521856301289868251)
-4798430000000000000,What Color is Your Function? (ID: -4798431998955209742),"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption (ID: -1617279065634731389)",You don't talk about refactoring club (ID: 2708089973817733462),Alecrim/AlecrimCoreData (ID: -4974757204495953627),Tech in Brazil is booming despite the country's political troubles (ID: 6437568358552101410),"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads (ID: -2855910583928922225)"
-4765710000000000000,Google lags behind Amazon and Microsoft's cloud in one important area (ID: -4765711818183276269),"Amazon open-sources its own deep learning software, DSSTNE (ID: -1114438937697017987)",How Mark Zuckerberg Led Facebook's War to Crush Google Plus (ID: 3320201327008235211),Why Google App Engine rocks: A Google engineer's take (ID: 4118743389464105405),The AI business landscape (ID: 7395435905985567130),Google Cloud Goes to the Farm (ID: -3954182109690207118)
